       11	2026-01-12 07:33:44	1	0	1	0
        8	2026-01-12 09:34:32	1	0	1	0
       10	2026-01-12 09:34:57	1	0	1	0
        8	2026-01-12 18:09:43	1	1	1	0
       10	2026-01-12 18:09:59	1	1	1	0
        8	2026-01-13 09:17:18	1	0	1	0
       10	2026-01-13 09:43:31	1	0	1	0
        9	2026-01-13 09:57:55	1	0	1	0
        1	2026-01-13 14:11:28	1	0	1	0
        1	2026-01-13 14:11:49	1	0	0	0
        1	2026-01-13 14:12:17	1	0	1	0
        9	2026-01-13 18:17:40	1	1	1	0
       10	2026-01-13 18:17:42	1	1	1	0
       10	2026-01-14 09:41:18	1	0	1	0
        8	2026-01-14 09:50:27	1	0	1	0
        9	2026-01-14 09:50:39	1	0	1	0
       11	2026-01-14 09:50:52	1	0	1	0
        1	2026-01-14 10:55:07	1	0	1	0
       10	2026-01-14 18:23:33	1	0	1	0
        9	2026-01-14 18:23:41	1	0	1	0
        9	2026-01-14 18:23:57	1	1	1	0
       10	2026-01-14 18:24:06	1	1	1	0
        8	2026-01-14 18:24:12	1	1	1	0
       11	2026-01-14 19:02:01	1	0	1	0
       11	2026-01-15 08:22:26	1	0	1	0
       11	2026-01-15 08:22:34	1	0	1	0
        8	2026-01-15 08:22:44	1	0	1	0
       10	2026-01-15 09:52:56	1	0	1	0
        9	2026-01-15 09:53:03	1	0	1	0
       10	2026-01-15 18:12:41	1	1	1	0
        9	2026-01-15 18:12:44	1	1	1	0
       11	2026-01-16 09:42:26	1	0	1	0
       10	2026-01-16 09:42:34	1	0	1	0
        9	2026-01-16 09:44:26	1	0	1	0
        9	2026-01-16 18:35:17	1	1	1	0
       10	2026-01-16 18:35:19	1	1	1	0
       11	2026-01-16 18:35:29	1	1	1	0
       10	2026-01-17 08:32:37	1	0	1	0
       11	2026-01-17 08:34:33	1	0	1	0
       11	2026-01-19 08:00:05	1	0	1	0
       11	2026-01-19 08:00:08	1	0	1	0
        9	2026-01-19 09:30:51	1	0	1	0
       10	2026-01-19 09:45:02	1	0	1	0
        9	2026-01-19 18:13:45	1	1	1	0
       10	2026-01-19 18:14:15	1	1	1	0
        9	2026-01-20 09:32:14	1	0	1	0
       10	2026-01-20 10:05:17	1	0	1	0
        8	2026-01-20 17:33:53	1	1	1	0
        8	2026-01-20 17:33:55	1	1	1	0
        9	2026-01-20 17:34:26	1	1	1	0
        9	2026-01-21 09:27:59	1	0	1	0
        1	2026-01-21 10:52:41	1	0	1	0
        9	2026-01-22 09:25:34	1	0	1	0
        9	2026-01-23 09:28:27	1	0	1	0
       10	2026-01-27 09:51:23	1	0	1	0
        9	2026-01-27 09:51:28	1	0	1	0
        9	2026-01-27 09:51:30	1	0	1	0
        9	2026-01-27 09:51:36	1	0	1	0
        9	2026-01-27 19:38:58	1	0	1	0
        9	2026-01-27 19:39:11	1	1	1	0
       10	2026-01-27 19:39:38	1	1	1	0
        8	2026-01-27 20:14:05	1	1	1	0
       10	2026-01-28 10:52:23	1	0	1	0
        9	2026-01-28 10:52:26	1	0	1	0
        9	2026-01-29 09:28:11	1	0	1	0
       10	2026-01-29 09:28:17	1	0	1	0
        9	2026-01-29 18:06:05	1	1	1	0
       10	2026-01-29 18:06:10	1	1	1	0
        8	2026-01-30 09:37:44	1	0	1	0
        9	2026-01-30 09:37:49	1	0	1	0
       10	2026-01-30 09:37:53	1	0	1	0
       11	2026-01-30 09:37:59	1	0	1	0
        1	2026-01-30 11:38:39	1	0	1	0
        9	2026-01-30 18:36:34	1	1	1	0
       10	2026-01-30 18:36:42	1	1	1	0
       11	2026-01-30 19:30:35	1	1	1	0
        8	2026-01-30 19:30:44	1	1	1	0
        8	2026-01-30 19:31:06	1	1	1	0
        8	2026-01-31 09:34:29	1	0	1	0
        8	2026-01-31 09:34:30	1	0	1	0
       11	2026-01-31 09:34:33	1	0	1	0
        9	2026-01-31 09:34:39	1	0	1	0
       10	2026-01-31 09:55:54	1	0	1	0
       11	2026-01-31 19:14:11	1	1	1	0
       10	2026-01-31 19:14:14	1	1	1	0
